age,educ,black,hisp,married,nodegr,re74,re75,re78,u74,u75,treat
30,13,1,0,1,0,25862.32031,25243.55078,24246.53906,0,0,0
26,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
17,12,0,0,0,0,681.8248291,1050.918945,2172.258057,0,0,0
31,10,1,0,1,1,5252.793945,9870.047852,8205.816406,0,0,0
36,11,0,1,1,1,19465.32031,24808.5,25453.83984,0,0,0
50,10,1,0,1,1,18203.55078,17810.13086,16580.08984,0,0,0
38,12,0,1,1,0,0,25243.55078,25564.66992,1,0,0
21,10,0,1,1,1,16355.95996,18255.91992,12740.95996,0,0,0
23,16,0,0,0,0,1624.232056,22040.66016,21475.80078,0,0,0
33,12,0,0,1,0,10225.41016,7746.726074,10036.71973,0,0,0
22,11,0,0,1,1,16794.83984,17606.0293,20982.24023,0,0,0
29,12,0,0,0,0,0,5641.306152,0,1,0,0
54,16,0,0,1,0,25862.32031,13300.30957,0,0,0,0
39,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
47,5,0,0,1,1,0,7098.628906,0,1,0,0
45,6,0,0,1,1,25862.32031,25243.55078,0,0,0,0
29,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
42,18,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
44,12,0,0,1,0,6348.023926,5378.128906,0,0,0,0
48,12,0,1,1,0,24210.66016,24581.13086,25564.66992,0,0,0
25,14,0,0,1,0,10262.63965,0,9368.786133,0,1,0
34,12,0,0,1,0,25356.83008,23601.82031,25564.66992,0,0,0
42,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
51,12,0,0,1,0,25862.32031,25243.55078,22335.83984,0,0,0
52,9,0,0,1,1,0,0,0,1,1,0
27,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
33,12,0,1,1,0,12118.07031,12691.59961,4258.808105,0,0,0
32,16,0,0,1,0,14059.7002,14098.79004,0,0,0,0
34,10,0,0,1,1,15374.37012,4166.081055,0,0,0,0
33,12,0,1,1,0,0,0,5841.453125,1,1,0
40,12,0,1,1,0,25862.32031,12417.67969,14230.50977,0,0,0
19,12,0,1,0,0,2055.270996,3458.903076,3326.363037,0,0,0
22,13,0,0,0,0,19590.71094,25243.55078,727.0415039,0,0,0
53,9,0,0,1,1,3585.458008,10706.12988,0,0,0,0
28,12,0,0,1,0,21026.84961,21505.34961,20818.21094,0,0,0
49,9,0,0,1,1,22333.67969,19706.08008,25564.66992,0,0,0
46,13,1,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
50,16,0,0,1,0,13611.03027,25243.55078,25564.66992,0,0,0
42,15,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
51,13,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
25,11,1,0,1,1,13125.12988,14510.55957,6147.342773,0,0,0
44,4,0,1,1,1,5387.983887,8736.774414,8058.042969,0,0,0
54,16,0,1,1,0,25862.32031,25243.55078,25564.66992,0,0,0
26,10,0,1,0,1,16624.38086,14886.53027,0,0,0,0
53,14,0,0,0,0,25862.32031,25243.55078,25564.66992,0,0,0
32,15,0,1,1,0,0,6412.935059,0,1,0,0
28,12,0,0,0,0,0,0,0,1,1,0
32,14,0,0,0,0,11060.05957,12557.32031,17021.92969,0,0,0
55,14,0,0,1,0,25862.32031,25243.55078,589.612915,0,0,0
34,9,1,0,0,1,4784.529785,20796.39063,3997.25,0,0,0
55,5,0,0,1,1,0,8179.983887,13209.40039,1,0,0
37,12,0,0,0,0,18364.21094,18579.9707,24018.9707,0,0,0
48,13,0,1,1,0,25862.32031,24258.86914,24320.41992,0,0,0
30,12,0,0,1,0,4672.851074,4755.097168,0,0,0,0
25,17,0,0,0,0,2072.904053,3852.773926,7159.584961,0,0,0
20,13,0,0,0,0,6861.352051,5093.467773,0,0,0,0
34,13,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
45,11,0,0,1,1,25862.32031,13674.48047,18937.07031,0,0,0
20,12,0,0,0,0,10176.42969,10772.37012,15055.08008,0,0,0
25,12,0,0,0,0,14426.08008,10398.19043,14335.42969,0,0,0
54,14,0,0,0,0,22118.16016,23995.68945,23457.42969,0,0,0
50,11,0,0,1,1,24823.91016,20504.56055,0,0,0,0
18,11,0,0,0,1,0,1417.935059,8482.151367,1,0,0
36,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
45,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
40,13,0,0,1,0,25862.32031,25243.55078,16653.98047,0,0,0
27,12,0,0,1,0,15074.59961,16202.41992,12933.05957,0,0,0
24,16,0,0,1,0,6800.615234,25243.55078,25564.66992,0,0,0
31,7,1,0,1,1,17862.64063,19459.01953,15788.03027,0,0,0
37,12,1,0,1,0,0,4305.726074,6896.549805,1,0,0
33,12,1,0,1,0,14294.80957,12433.79004,0,0,0,0
42,12,0,1,1,0,25862.32031,13033.5498,25564.66992,0,0,0
48,10,0,1,1,1,25862.32031,25243.55078,25564.66992,0,0,0
27,12,1,0,1,0,17968.43945,15527.46973,19313.89063,0,0,0
43,10,0,0,1,1,16457.83984,8466.43457,12412.90039,0,0,0
50,9,0,0,1,1,20930.84961,20579.75977,21076.81055,0,0,0
46,12,1,0,1,0,22124.03906,19604.0293,20184.26953,0,0,0
24,15,0,0,1,0,22935.17969,24375.24023,25564.66992,0,0,0
25,12,0,0,1,0,4933.434082,6278.661133,21990.05078,0,0,0
34,16,0,0,0,0,25862.32031,25243.55078,25564.66992,0,0,0
49,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
24,12,0,0,0,0,21548.01953,22592.08008,13565.53027,0,0,0
54,12,0,0,0,0,0,0,0,1,1,0
50,8,0,1,0,1,10327.2998,7399.402832,2866.790039,0,0,0
47,5,0,0,1,1,25862.32031,17376.86914,17273.15039,0,0,0
27,16,0,0,0,0,1692.807007,0,0,0,1,0
24,12,0,0,0,0,12406.08008,12931.5,11254.37012,0,0,0
24,14,0,0,1,0,25654.64063,25243.55078,13695.57031,0,0,0
43,12,0,1,1,0,25862.32031,18737.51953,24262.78906,0,0,0
20,12,1,0,0,0,0,4434.628906,11910.48047,1,0,0
36,10,0,1,0,1,9079.242188,12784.69043,2111.670898,0,0,0
27,12,0,0,1,0,20127.55078,21496.40039,17004.19922,0,0,0
33,12,0,0,0,0,25862.32031,25243.55078,25564.66992,0,0,0
25,18,0,0,0,0,12917.4502,19262.08008,23924.39063,0,0,0
31,16,0,0,1,0,12987.98047,19428.58008,22094.9707,0,0,0
40,12,0,0,1,0,22743.16992,25243.55078,24454.90039,0,0,0
29,8,0,0,1,1,9169.369141,6352.064941,20575.85938,0,0,0
37,12,0,0,1,0,16806.58984,12637.88965,21970.83984,0,0,0
45,8,0,0,1,1,10190.15039,7304.516113,9283.078125,0,0,0
22,8,0,0,1,1,105.8003998,42.96773911,209.837204,0,0,0
18,10,0,0,0,1,0,1491.338989,237.9140015,1,0,0
19,12,0,0,1,0,4974.578125,4946.661133,2525.435059,0,0,0
30,12,0,0,1,0,21401.07031,20833.98047,25564.66992,0,0,0
22,11,0,0,1,1,10487.95996,12453.48047,10081.0498,0,0,0
42,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
44,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
18,12,0,0,0,0,3452.228027,8205.047852,6117.788086,0,0,0
33,17,0,0,1,0,20729.03906,25243.55078,25564.66992,0,0,0
30,12,0,0,1,0,16481.34961,17391.18945,20574.39063,0,0,0
30,12,0,0,1,0,19586.78906,18499.40039,20822.65039,0,0,0
44,12,0,0,1,0,15188.24023,15113.90039,2661.385986,0,0,0
37,8,0,0,1,1,2584.272949,0,7527.539063,0,1,0
40,11,0,0,0,1,1052.125977,1885.209961,6176.896973,0,0,0
23,10,0,0,1,1,19966.89063,15767.37012,6054.246094,0,0,0
40,12,0,0,1,0,23979.4707,23481.86914,25564.66992,0,0,0
43,16,0,0,1,0,0,1965.774048,0,1,0,0
41,12,0,0,1,0,17176.89063,19792.01953,25564.66992,0,0,0
24,13,0,1,1,0,16005.25,14813.12988,16834.25977,0,0,0
40,12,0,0,1,0,24671.08984,23193.63086,25283.90039,0,0,0
33,13,0,0,0,0,11385.2998,16064.55957,0,0,0,0
38,11,0,0,1,1,19588.75,16526.4707,0,0,0,0
36,12,0,0,1,0,17829.33008,16291.94043,13447.30957,0,0,0
39,12,0,0,1,0,1289.197998,0,1202.869019,0,1,0
37,10,0,0,1,1,9132.142578,4568.902832,9940.666992,0,0,0
42,10,0,0,1,1,12735.23047,11637.09961,1921.045044,0,0,0
25,16,0,0,0,0,11175.66016,7812.967773,18244.00977,0,0,0
27,15,0,0,0,0,15260.73047,19371.28906,14138.88965,0,0,0
25,17,0,0,0,0,10337.08984,19004.26953,8830.893555,0,0,0
47,8,0,0,1,1,13346.53027,13114.11035,8841.238281,0,0,0
25,14,0,0,1,0,17852.83984,17908.59961,17975.07031,0,0,0
27,16,0,0,1,0,18015.46094,18590.71094,25564.66992,0,0,0
49,10,0,0,1,1,17290.5293,14240.23047,16297.84961,0,0,0
36,11,0,0,1,1,18289.75977,15334.11035,15259,0,0,0
43,11,0,0,1,1,25862.32031,25243.55078,0,0,0,0
18,12,0,0,0,0,2511.780029,2390.081055,20744.33008,0,0,0
42,12,0,0,1,0,25862.32031,22212.5293,25564.66992,0,0,0
26,12,0,0,0,0,10141.16016,4237.693848,12828.13965,0,0,0
54,12,0,0,1,0,22415.9707,21118.65039,23322.96094,0,0,0
20,14,0,0,0,0,303.6864014,1124.322998,0,0,0,0
17,10,0,0,0,1,121.4745026,1595.177002,8740.75293,0,0,0
24,14,0,0,1,0,21328.58008,22157.0293,25564.66992,0,0,0
24,12,0,0,0,0,13513.05957,4869.676758,11580.94043,0,0,0
29,12,0,0,1,0,24198.90039,23967.05078,25564.66992,0,0,0
32,8,0,0,1,1,20836.80078,22862.41992,25564.66992,0,0,0
24,16,0,0,1,0,20376.36914,25243.55078,25564.66992,0,0,0
29,18,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
17,11,0,0,0,1,499.6130066,0,10887.88965,0,1,0
51,10,0,0,0,1,10903.32031,15343.05957,3035.25,0,0,0
42,12,0,0,1,0,25862.32031,25243.55078,3787.413086,0,0,0
24,14,0,0,0,0,2713.584961,6865.887207,5600.583984,0,0,0
47,12,0,0,1,0,8264.186523,0,0,0,1,0
39,14,0,0,1,0,0,0,2877.134033,1,1,0
17,10,0,0,0,1,0,248.8547974,0,1,0,0
28,12,0,0,1,0,17886.15039,17342.84961,18843.9707,0,0,0
30,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
47,12,0,0,1,0,25862.32031,24665.26953,25564.66992,0,0,0
23,16,1,0,1,0,5899.352051,8547,16905.18945,0,0,0
44,9,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
49,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
34,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
50,13,0,0,1,0,0,0,0,1,1,0
34,13,0,0,1,0,19741.57031,19763.36914,21755.08984,0,0,0
29,12,0,0,1,0,14827.73047,14209.79004,14527.53027,0,0,0
19,10,0,0,0,1,4764.937012,5455.112793,16732.30078,0,0,0
21,12,0,0,1,0,13601.23047,7202.467773,10746.03027,0,0,0
31,12,0,0,1,0,17069.13086,16963.31055,13592.12988,0,0,0
42,8,0,0,1,1,20264.69922,18893.26953,9781.072266,0,0,0
36,8,0,0,1,1,18848.15039,18502.98047,18041.56055,0,0,0
38,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
42,9,0,0,1,1,17839.11914,17437.74023,14224.59961,0,0,0
18,10,0,0,0,1,0,1874.468018,8148.184082,1,0,0
27,15,0,0,1,0,20041.33984,20545.74023,20732.5,0,0,0
34,7,0,0,1,1,18546.41992,15162.24023,18906.0293,0,0,0
37,12,0,0,0,0,0,0,0,1,1,0
17,9,0,0,0,1,0,0,2829.845947,1,1,0
39,13,0,0,1,0,21761.58008,23725.34961,24395.78906,0,0,0
42,11,0,0,1,1,21022.92969,14823.87012,21375.31055,0,0,0
16,9,0,0,0,1,0,0,4032.716064,1,1,0
42,16,0,0,1,0,25862.32031,24321.5293,195.059906,0,0,0
35,11,1,0,1,1,25862.32031,23714.60938,25564.66992,0,0,0
24,12,1,0,1,0,25862.32031,22583.13086,4784.878906,0,0,0
37,12,1,0,1,0,11975.04004,15316.20996,18913.41992,0,0,0
16,9,0,0,0,1,0,0,882.2028198,1,1,0
26,12,0,0,0,0,25862.32031,12686.23047,25564.66992,0,0,0
27,12,0,0,0,0,21888.92969,25243.55078,24777.03906,0,0,0
31,15,0,0,1,0,24471.24023,25000.06055,25564.66992,0,0,0
49,9,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
38,16,0,0,1,0,25482.2207,24634.83984,25564.66992,0,0,0
34,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
16,10,0,0,0,1,240.9898071,773.4193726,8353.587891,0,0,0
46,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
22,12,0,0,0,0,10683.87988,11298.73047,24793.30078,0,0,0
20,12,0,0,0,0,5707.344238,13459.65039,21894,0,0,0
37,16,0,0,1,0,23158.5293,25243.55078,25564.66992,0,0,0
37,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
51,12,0,0,1,0,19880.67969,19532.41992,0,0,0,0
55,12,0,0,1,0,25409.73047,22565.23047,25320.83984,0,0,0
21,14,0,0,0,0,13195.66016,11452.69043,21431.4707,0,0,0
19,12,0,0,0,0,7313.942871,10407.15039,8483.62793,0,0,0
19,12,0,0,0,0,756.2769775,3795.483887,2320.031006,0,0,0
37,12,0,0,1,0,25862.32031,25243.55078,0,0,0,0
35,13,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
19,12,1,0,0,0,1655.579956,0,0,0,1,0
30,13,0,0,1,0,17090.67969,15215.9502,25564.66992,0,0,0
19,12,0,0,0,0,1338.178955,5020.064941,12847.34961,0,0,0
46,12,0,0,1,0,0,0,0,1,1,0
55,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
53,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
28,17,0,0,0,0,9992.260742,14494.4502,25564.66992,0,0,0
24,16,0,0,0,0,10721.11035,14677.05957,18892.73047,0,0,0
30,12,0,0,0,0,15076.55957,16626.73047,3287.941895,0,0,0
24,13,0,0,0,0,1912.244019,4017.483887,18913.41992,0,0,0
37,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
43,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
40,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
22,12,0,0,1,0,1222.582031,0,0,0,1,0
22,12,0,0,0,0,11299.08984,13067.55957,10694.30957,0,0,0
34,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
52,12,0,0,1,0,14567.15039,20470.55078,25564.66992,0,0,0
29,12,0,0,1,0,18767.82031,18024.9707,19052.33008,0,0,0
27,12,0,0,0,0,20086.40039,13592.12988,0,0,0,0
26,12,0,0,1,0,0,0,0,1,1,0
29,12,0,0,1,0,21802.7207,21770.32031,18402.13086,0,0,0
34,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
34,12,0,0,1,0,23642.4707,23542.74023,25564.66992,0,0,0
42,18,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
31,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
29,13,0,0,1,0,17547.18945,18989.94922,25043.0293,0,0,0
52,9,1,0,0,1,10370.40039,7678.693848,0,0,0,0
17,11,0,0,0,1,0,1068.822998,8094.98584,1,0,0
55,8,0,0,1,1,17088.73047,19322.94922,19904.98047,0,0,0
16,10,0,0,0,1,0,0,13915.75,1,1,0
54,11,0,0,1,1,0,0,0,1,1,0
38,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
49,6,0,0,1,1,18401.42969,22670.84961,19200.09961,0,0,0
28,12,0,0,1,0,905.1812744,0,0,0,1,0
19,12,0,0,0,0,3038.822998,5415.726074,9695.364258,0,0,0
40,9,0,0,1,1,20682.01953,19980,19989.21094,0,0,0
47,12,0,0,1,0,0,0,0,1,1,0
53,12,0,0,1,0,21775.28906,20241.39063,19897.58984,0,0,0
28,12,0,0,1,0,20868.15039,15980.41992,21729.9707,0,0,0
44,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
48,17,0,0,1,0,0,0,0,1,1,0
16,10,0,0,0,1,0,0,725.5637207,1,1,0
51,10,0,0,1,1,22946.92969,22715.60938,0,0,0,0
23,14,0,0,1,0,10015.76953,16478.13086,0,0,0,0
17,10,0,0,0,1,0,1593.386963,8145.229004,1,0,0
26,12,0,0,1,0,15378.29004,15516.73047,17460.82031,0,0,0
42,17,0,0,1,0,1910.285034,988.2581177,0,0,0,0
44,12,0,0,1,0,24696.56055,25243.55078,25564.66992,0,0,0
39,12,0,0,1,0,25862.32031,25243.55078,13934.95996,0,0,0
26,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
29,17,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
30,14,0,0,1,0,3199.48291,50.12902832,0,0,0,0
49,8,0,0,1,1,25862.32031,18477.91992,20061.61914,0,0,0
33,9,0,0,1,1,19287.01953,18828.82031,23154.5,0,0,0
34,12,0,0,1,0,9208.553711,16315.20996,0,0,0,0
51,10,1,0,1,1,7876.25293,7454.902832,6088.23291,0,0,0
33,12,1,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
25,16,1,0,0,0,0,2023.064941,2974.664063,1,0,0
26,16,1,0,0,0,12907.65039,12652.20996,16438.23047,0,0,0
30,14,0,0,1,0,25862.32031,25243.55078,0,0,0,0
24,12,0,0,1,0,19620.09961,19009.65039,25564.66992,0,0,0
34,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
41,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
47,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
17,11,0,0,0,1,1393.03894,2851.983887,2507.701904,0,0,0
36,12,0,0,1,0,14616.12988,17829.82031,5278.438965,0,0,0
31,18,0,0,1,0,25862.32031,20599.44922,25564.66992,0,0,0
39,12,0,0,1,0,25862.32031,25243.55078,2147.136963,0,0,0
46,12,0,0,1,0,25862.32031,25243.55078,0,0,0,0
20,13,0,0,0,0,5691.669922,6119.323242,0,0,0,0
18,11,0,0,0,1,0,0,2129.404053,1,1,0
51,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
38,9,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
35,12,0,0,1,0,0,0,0,1,1,0
31,14,0,0,1,0,25862.32031,23766.5293,24599.71094,0,0,0
44,8,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
28,12,0,0,1,0,25572.34961,23587.5,25564.66992,0,0,0
23,12,0,0,1,0,21504.91016,25243.55078,25564.66992,0,0,0
29,14,0,0,1,0,0,1895.952026,7217.216797,1,0,0
35,8,0,1,1,1,23315.26953,19847.51953,22686.06055,0,0,0
36,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
40,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
52,7,0,1,1,1,25862.32031,14514.15039,25564.66992,0,0,0
30,13,0,0,1,0,1063.881958,0,0,0,1,0
46,8,0,0,0,1,25862.32031,24448.65039,25564.66992,0,0,0
46,8,0,0,1,1,16679.24023,23059.34961,25564.66992,0,0,0
33,12,0,0,0,0,6583.13623,9954.194336,15663.90039,0,0,0
34,12,1,0,1,0,0,0,18716.88086,1,1,0
43,9,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
17,11,0,0,0,1,0,3220.790039,11790.78027,1,0,0
21,12,0,0,0,0,14910.01953,17956.93945,0,0,0,0
32,12,0,0,0,0,19373.23047,16605.24023,25564.66992,0,0,0
42,12,0,0,0,0,21154.19922,19706.08008,20708.85938,0,0,0
43,12,0,1,1,0,25862.32031,25243.55078,25564.66992,0,0,0
49,7,0,0,1,1,21508.83008,17917.55078,17298.26953,0,0,0
37,10,0,1,1,1,13356.32031,12591.33984,16679.09961,0,0,0
20,14,0,0,0,0,3201.441895,3614.660889,13008.42969,0,0,0
25,17,0,0,1,0,8348.435547,3458.903076,12780.86035,0,0,0
20,13,1,0,0,0,813.0957031,0,1306.310059,0,1,0
31,12,0,0,1,0,18808.96094,21834.76953,16732.30078,0,0,0
21,14,0,0,1,0,16781.11914,21175.93945,19109.96094,0,0,0
37,9,1,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
25,12,0,0,1,0,25862.32031,22328.90039,20352.73047,0,0,0
33,12,0,0,1,0,7993.809082,10251.38965,2902.254883,0,0,0
44,12,0,0,0,0,25862.32031,16696.55078,25564.66992,0,0,0
22,12,0,0,0,0,1291.156982,0,3917.452881,0,1,0
47,8,1,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
29,12,1,0,0,0,25862.32031,25243.55078,14908.78027,0,0,0
24,13,1,0,0,0,13201.54004,14165.03027,3092.88208,0,0,0
54,14,1,0,1,0,23554.31055,24747.63086,25564.66992,0,0,0
22,12,1,0,0,0,15552.66016,3949.451904,24980.9707,0,0,0
49,14,0,0,1,0,25862.32031,0,25564.66992,0,1,0
53,10,0,0,1,1,23015.50977,23284.93945,25564.66992,0,0,0
22,12,0,0,1,0,24097.01953,9109.161133,1439.30603,0,0,0
43,14,0,0,1,0,25862.32031,18782.26953,0,0,0,0
44,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
47,12,0,0,1,0,23370.13086,3827.709961,23225.42969,0,0,0
46,17,0,0,0,0,25862.32031,25243.55078,25564.66992,0,0,0
53,5,0,0,0,1,20497.84961,23693.13086,25564.66992,0,0,0
27,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
42,16,0,0,1,0,23185.96094,23755.78906,25564.66992,0,0,0
54,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
24,14,0,0,0,0,4049.803955,1213.838989,16352.51953,0,0,0
46,12,0,0,1,0,17799.93945,9719.661133,1477.727051,0,0,0
16,10,0,0,0,1,0,717.9193726,565.9692993,1,0,0
49,13,0,0,1,0,25862.32031,17509.34961,25564.66992,0,0,0
17,11,0,0,0,1,0,0,19336.05078,1,1,0
36,15,0,0,0,0,25862.32031,25243.55078,25564.66992,0,0,0
33,12,0,0,1,0,19102.84961,18619.34961,9752.995117,0,0,0
42,9,0,1,1,1,25862.32031,25243.55078,25564.66992,0,0,0
22,14,0,0,1,0,23689.49023,22744.25977,25564.66992,0,0,0
27,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
22,14,0,0,0,0,5950.292969,3859.935059,25564.66992,0,0,0
26,16,0,0,1,0,16775.24023,18315,21768.39063,0,0,0
35,12,0,0,1,0,24821.94922,25243.55078,25564.66992,0,0,0
37,6,0,1,1,1,13779.51953,8321.418945,1015.197998,0,0,0
41,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
29,14,0,0,1,0,8779.474609,800.2741699,2354.018066,0,0,0
53,10,0,0,1,1,15356.73047,9304.305664,19680.35938,0,0,0
16,9,0,0,0,1,0,0,0,1,1,0
25,12,0,0,1,0,16820.31055,16599.86914,15242.75,0,0,0
36,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
53,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
46,9,0,0,0,1,25862.32031,25243.55078,25564.66992,0,0,0
40,8,0,0,1,1,22462.99023,14652,14459.5498,0,0,0
37,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
55,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
17,11,0,0,0,1,393.8125916,3770.418945,0,0,0,0
49,12,0,0,1,0,22737.28906,11311.25977,0,0,0,0
18,12,0,0,0,0,6438.150879,8378.709961,14081.25977,0,0,0
25,12,1,0,1,0,20280.36914,19963.89063,23609.64063,0,0,0
26,12,0,0,1,0,16273.66992,15534.62988,19584.31055,0,0,0
52,16,0,0,0,0,25862.32031,25243.55078,25564.66992,0,0,0
44,12,0,0,1,0,20664.39063,20243.17969,21860.00977,0,0,0
31,12,0,0,0,0,20715.33008,24147.86914,25564.66992,0,0,0
24,12,0,0,0,0,22088.76953,23413.83984,25564.66992,0,0,0
36,12,1,0,1,0,15834.79004,19980,25564.66992,0,0,0
35,14,0,0,1,0,25111.91992,25243.55078,25564.66992,0,0,0
28,15,0,0,1,0,585.8208008,0,0,0,1,0
32,16,0,0,1,0,0,0,1822.036987,1,1,0
32,12,0,0,1,0,19606.38086,9920.176758,14.77727032,0,0,0
33,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
27,15,0,0,0,0,3530.599121,5551.790039,8564.90332,0,0,0
27,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
26,13,0,0,1,0,16567.56055,9950.613281,25564.66992,0,0,0
25,16,1,0,1,0,1238.256958,218.4194031,0,0,0,0
30,12,1,0,1,0,18211.38086,23768.32031,22230.91992,0,0,0
20,12,0,0,1,0,6769.26709,19446.48047,25564.66992,0,0,0
24,10,0,0,1,1,5973.804199,3802.64502,2627.397949,0,0,0
28,11,1,0,1,1,2045.474976,861.1452026,0,0,0,0
32,12,0,0,1,0,25213.80078,25243.55078,25564.66992,0,0,0
42,8,0,0,1,1,20188.28906,21054.18945,23249.07031,0,0,0
17,11,0,0,0,1,0,0,20182.78906,1,1,0
31,12,0,0,1,0,18405.34961,18051.82031,20144.36914,0,0,0
30,14,0,0,1,0,17533.48047,18381.24023,21149.2207,0,0,0
16,9,0,0,0,1,1187.31604,768.0484009,0,0,0,0
27,12,0,0,1,0,22092.68945,21856.25977,25564.66992,0,0,0
40,8,0,0,1,1,19449.64063,18433.16016,18430.21094,0,0,0
21,11,0,0,1,1,2921.26709,866.5161133,0,0,0,0
41,8,0,0,1,1,20633.03906,19981.78906,21985.61914,0,0,0
27,9,0,0,1,1,13622.78027,18925.5,14610.28027,0,0,0
47,12,0,0,1,0,25862.32031,25243.55078,20609.84961,0,0,0
22,12,0,0,0,0,21920.2793,12328.16016,19851.7793,0,0,0
31,12,0,0,1,0,493.735199,223.7902985,0,0,0,0
43,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
30,12,0,0,1,0,18422.99023,19190.4707,25564.66992,0,0,0
32,18,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
30,16,0,0,1,0,24008.85938,25243.55078,19757.19922,0,0,0
27,16,0,0,1,0,19161.63086,19442.90039,19505.99023,0,0,0
34,8,0,1,0,1,15172.55957,13900.05957,15919.5498,0,0,0
31,12,0,0,1,0,17578.53906,16361.75977,17926.30078,0,0,0
54,12,0,0,1,0,25862.32031,19587.91992,25564.66992,0,0,0
16,10,0,0,0,1,0,2733.822998,11622.32031,1,0,0
17,9,0,0,0,1,0,1015.112976,2924.420898,1,0,0
28,16,0,0,1,0,12590.25,4882.209961,25564.66992,0,0,0
32,9,0,0,1,1,11826.12988,8650.838867,25564.66992,0,0,0
37,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
19,13,0,0,0,0,3848,0,12154.2998,0,1,0
16,10,0,0,0,1,158.7006073,2628.194092,5393.702148,0,0,0
34,9,0,0,1,1,18805.03906,16137.96973,24791.82031,0,0,0
24,11,0,0,0,1,4553.335938,1075.984009,17199.25977,0,0,0
20,10,0,0,0,1,14077.33008,15557.90039,13094.13965,0,0,0
